"playerID","awardID","yearID","lgID","tie","notes"
"dimagjo01","TSN Major League Player of the Year",1939,"ML",NA,NA
"foxxji01","Baseball Magazine All-Star",1940,"AL",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1940,"AL",NA,"2B"
"cliftha01","Baseball Magazine All-Star",1940,"AL",NA,"3B"
"hayesfr01","Baseball Magazine All-Star",1940,"AL",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1940,"AL",NA,"CF"
"greenha01","Baseball Magazine All-Star",1940,"AL",NA,"LF"
"fellebo01","Baseball Magazine All-Star",1940,"AL",NA,"P1"
"newsobo01","Baseball Magazine All-Star",1940,"AL",NA,"P2"
"kellech01","Baseball Magazine All-Star",1940,"AL",NA,"RF"
"applilu01","Baseball Magazine All-Star",1940,"AL",NA,"SS"
"mizejo01","Baseball Magazine All-Star",1940,"ML",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1940,"ML",NA,"2B"
"cliftha01","Baseball Magazine All-Star",1940,"ML",NA,"3B"
"danniha01","Baseball Magazine All-Star",1940,"ML",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1940,"ML",NA,"CF"
"greenha01","Baseball Magazine All-Star",1940,"ML",NA,"LF"
"fellebo01","Baseball Magazine All-Star",1940,"ML",NA,"P1"
"waltebu01","Baseball Magazine All-Star",1940,"ML",NA,"P2"
"newsobo01","Baseball Magazine All-Star",1940,"ML",NA,"P3"
"derripa01","Baseball Magazine All-Star",1940,"ML",NA,"P4"
"nichobi01","Baseball Magazine All-Star",1940,"ML",NA,"RF"
"applilu01","Baseball Magazine All-Star",1940,"ML",NA,"SS"
"mizejo01","Baseball Magazine All-Star",1940,"NL",NA,"1B"
"hermabi01","Baseball Magazine All-Star",1940,"NL",NA,"2B"
"werbebi01","Baseball Magazine All-Star",1940,"NL",NA,"3B"
"danniha01","Baseball Magazine All-Star",1940,"NL",NA,"C"
"leibeha01","Baseball Magazine All-Star",1940,"NL",NA,"CF"
"medwijo01","Baseball Magazine All-Star",1940,"NL",NA,"LF"
"waltebu01","Baseball Magazine All-Star",1940,"NL",NA,"P1"
"derripa01","Baseball Magazine All-Star",1940,"NL",NA,"P2"
"nichobi01","Baseball Magazine All-Star",1940,"NL",NA,"RF"
"milleed03","Baseball Magazine All-Star",1940,"NL",NA,"SS"
"greenha01","Most Valuable Player",1940,"AL",NA,NA
"mccorfr01","Most Valuable Player",1940,"NL",NA,NA
"fellebo01","Pitching Triple Crown",1940,"AL",NA,NA
"mccorfr01","TSN All-Star",1940,"ML",NA,"1B"
"gordojo01","TSN All-Star",1940,"ML",NA,"2B"
"hackst01","TSN All-Star",1940,"ML",NA,"3B"
"danniha01","TSN All-Star",1940,"ML",NA,"C"
"dimagjo01","TSN All-Star",1940,"ML",NA,"OF"
"greenha01","TSN All-Star",1940,"ML",NA,"OF"
"willite01","TSN All-Star",1940,"ML",NA,"OF"
"derripa01","TSN All-Star",1940,"ML",NA,"P"
"fellebo01","TSN All-Star",1940,"ML",NA,"P"
"waltebu01","TSN All-Star",1940,"ML",NA,"P"
"applilu01","TSN All-Star",1940,"ML",NA,"SS"
"greenha01","TSN Guide MVP",1940,"AL",NA,NA
"mccorfr01","TSN Guide MVP",1940,"NL",NA,NA
"fellebo01","TSN Major League Player of the Year",1940,"ML",NA,NA
"foxxji01","Baseball Magazine All-Star",1941,"AL",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1941,"AL",NA,"2B"
"taborji01","Baseball Magazine All-Star",1941,"AL",NA,"3B"
"dickebi01","Baseball Magazine All-Star",1941,"AL",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1941,"AL",NA,"CF"
"willite01","Baseball Magazine All-Star",1941,"AL",NA,"LF"
"fellebo01","Baseball Magazine All-Star",1941,"AL",NA,"P1"
"leeth01","Baseball Magazine All-Star",1941,"AL",NA,"P2"
"ruffire01","Baseball Magazine All-Star",1941,"AL",NA,"P3"
"newsodi01","Baseball Magazine All-Star",1941,"AL",NA,"P4"
"leonadu02","Baseball Magazine All-Star",1941,"AL",NA,"P5"
"heathje01","Baseball Magazine All-Star",1941,"AL",NA,"RF"
"travice01","Baseball Magazine All-Star",1941,"AL",NA,"SS"
"camildo01","Baseball Magazine All-Star",1941,"ML",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1941,"ML",NA,"2B"
"brownji03","Baseball Magazine All-Star",1941,"ML",NA,"3B"
"dickebi01","Baseball Magazine All-Star",1941,"ML",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1941,"ML",NA,"CF"
"willite01","Baseball Magazine All-Star",1941,"ML",NA,"LF"
"fellebo01","Baseball Magazine All-Star",1941,"ML",NA,"P1"
"wyattwh01","Baseball Magazine All-Star",1941,"ML",NA,"P2"
"leeth01","Baseball Magazine All-Star",1941,"ML",NA,"P3"
"whiteer01","Baseball Magazine All-Star",1941,"ML",NA,"P4"
"riddlel01","Baseball Magazine All-Star",1941,"ML",NA,"P5"
"heathje01","Baseball Magazine All-Star",1941,"ML",NA,"RF"
"travice01","Baseball Magazine All-Star",1941,"ML",NA,"SS"
"camildo01","Baseball Magazine All-Star",1941,"NL",NA,"1B"
"crespcr01","Baseball Magazine All-Star",1941,"NL",NA,"2B"
"brownji03","Baseball Magazine All-Star",1941,"NL",NA,"3B"
"lopezal01","Baseball Magazine All-Star",1941,"NL",NA,"C"
"reisepe01","Baseball Magazine All-Star",1941,"NL",NA,"CF"
"medwijo01","Baseball Magazine All-Star",1941,"NL",NA,"LF"
"wyattwh01","Baseball Magazine All-Star",1941,"NL",NA,"P1"
"riddlel01","Baseball Magazine All-Star",1941,"NL",NA,"P2"
"whiteer01","Baseball Magazine All-Star",1941,"NL",NA,"P3"
"higbeki01","Baseball Magazine All-Star",1941,"NL",NA,"P4"
"warnelo01","Baseball Magazine All-Star",1941,"NL",NA,"P5"
"slaugen01","Baseball Magazine All-Star",1941,"NL",NA,"RF"
"jurgebi01","Baseball Magazine All-Star",1941,"NL",NA,"SS"
"dimagjo01","Most Valuable Player",1941,"AL",NA,NA
"camildo01","Most Valuable Player",1941,"NL",NA,NA
"camildo01","TSN All-Star",1941,"ML",NA,"1B"
"gordojo01","TSN All-Star",1941,"ML",NA,"2B"
"hackst01","TSN All-Star",1941,"ML",NA,"3B"
"dickebi01","TSN All-Star",1941,"ML",NA,"C"
"dimagjo01","TSN All-Star",1941,"ML",NA,"OF"
"reisepe01","TSN All-Star",1941,"ML",NA,"OF"
"willite01","TSN All-Star",1941,"ML",NA,"OF"
"fellebo01","TSN All-Star",1941,"ML",NA,"P"
"leeth01","TSN All-Star",1941,"ML",NA,"P"
"wyattwh01","TSN All-Star",1941,"ML",NA,"P"
"travice01","TSN All-Star",1941,"ML",NA,"SS"
"dimagjo01","TSN Guide MVP",1941,"AL",NA,NA
"camildo01","TSN Guide MVP",1941,"NL",NA,NA
"willite01","TSN Major League Player of the Year",1941,"ML",NA,NA
"hassebu01","Baseball Magazine All-Star",1942,"AL",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1942,"AL",NA,"2B"
"keltnke01","Baseball Magazine All-Star",1942,"AL",NA,"3B"
"dickebi01","Baseball Magazine All-Star",1942,"AL",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1942,"AL",NA,"CF"
"willite01","Baseball Magazine All-Star",1942,"AL",NA,"LF"
"hughste01","Baseball Magazine All-Star",1942,"AL",NA,"P1"
"bonhati01","Baseball Magazine All-Star",1942,"AL",NA,"P2"
"bagbyji02","Baseball Magazine All-Star",1942,"AL",NA,"P3"
"marchph01","Baseball Magazine All-Star",1942,"AL",NA,"P4"
"chandsp01","Baseball Magazine All-Star",1942,"AL",NA,"P5"
"spencst01","Baseball Magazine All-Star",1942,"AL",NA,"RF"
"stephve01","Baseball Magazine All-Star",1942,"AL",NA,"SS"
"mizejo01","Baseball Magazine All-Star",1942,"ML",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1942,"ML",NA,"2B"
"keltnke01","Baseball Magazine All-Star",1942,"ML",NA,"3B"
"dickebi01","Baseball Magazine All-Star",1942,"ML",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1942,"ML",NA,"CF"
"willite01","Baseball Magazine All-Star",1942,"ML",NA,"LF"
"coopemo01","Baseball Magazine All-Star",1942,"ML",NA,"P1"
"hughste01","Baseball Magazine All-Star",1942,"ML",NA,"P2"
"wyattwh01","Baseball Magazine All-Star",1942,"ML",NA,"P3"
"bonhati01","Baseball Magazine All-Star",1942,"ML",NA,"P4"
"vandejo01","Baseball Magazine All-Star",1942,"ML",NA,"P5"
"slaugen01","Baseball Magazine All-Star",1942,"ML",NA,"RF"
"stephve01","Baseball Magazine All-Star",1942,"ML",NA,"SS"
"mizejo01","Baseball Magazine All-Star",1942,"NL",NA,"1B"
"brownji03","Baseball Magazine All-Star",1942,"NL",NA,"2B"
"vaughar01","Baseball Magazine All-Star",1942,"NL",NA,"3B"
"lombaer01","Baseball Magazine All-Star",1942,"NL",NA,"C"
"reisepe01","Baseball Magazine All-Star",1942,"NL",NA,"CF"
"medwijo01","Baseball Magazine All-Star",1942,"NL",NA,"LF"
"coopemo01","Baseball Magazine All-Star",1942,"NL",NA,"P1"
"wyattwh01","Baseball Magazine All-Star",1942,"NL",NA,"P2"
"vandejo01","Baseball Magazine All-Star",1942,"NL",NA,"P3"
"hugheto04","Baseball Magazine All-Star",1942,"NL",NA,"P4"
"beazljo01","Baseball Magazine All-Star",1942,"NL",NA,"P5"
"slaugen01","Baseball Magazine All-Star",1942,"NL",NA,"RF"
"marioma01","Baseball Magazine All-Star",1942,"NL",NA,"SS"
"gordojo01","Most Valuable Player",1942,"AL",NA,NA
"coopemo01","Most Valuable Player",1942,"NL",NA,NA
"willite01","Triple Crown",1942,"AL",NA,NA
"mizejo01","TSN All-Star",1942,"ML",NA,"1B"
"gordojo01","TSN All-Star",1942,"ML",NA,"2B"
"hackst01","TSN All-Star",1942,"ML",NA,"3B"
"owenmi01","TSN All-Star",1942,"ML",NA,"C"
"dimagjo01","TSN All-Star",1942,"ML",NA,"OF"
"slaugen01","TSN All-Star",1942,"ML",NA,"OF"
"willite01","TSN All-Star",1942,"ML",NA,"OF"
"bonhati01","TSN All-Star",1942,"ML",NA,"P"
"coopemo01","TSN All-Star",1942,"ML",NA,"P"
"hughste01","TSN All-Star",1942,"ML",NA,"P"
"peskyjo01","TSN All-Star",1942,"ML",NA,"SS"
"gordojo01","TSN Guide MVP",1942,"AL",NA,NA
"coopemo01","TSN Guide MVP",1942,"NL",NA,NA
"willite01","TSN Major League Player of the Year",1942,"ML",NA,NA
"yorkru01","Baseball Magazine All-Star",1943,"AL",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1943,"AL",NA,"2B"
"johnsbi03","Baseball Magazine All-Star",1943,"AL",NA,"3B"
"dickebi01","Baseball Magazine All-Star",1943,"AL",NA,"C"
"spencst01","Baseball Magazine All-Star",1943,"AL",NA,"CF"
"kellech01","Baseball Magazine All-Star",1943,"AL",NA,"LF"
"chandsp01","Baseball Magazine All-Star",1943,"AL",NA,"P1"
"troutdi01","Baseball Magazine All-Star",1943,"AL",NA,"P2"
"smithal03","Baseball Magazine All-Star",1943,"AL",NA,"P3"
"wakefdi01","Baseball Magazine All-Star",1943,"AL",NA,"RF"
"applilu01","Baseball Magazine All-Star",1943,"AL",NA,"SS"
"yorkru01","Baseball Magazine All-Star",1943,"ML",NA,"1B"
"hermabi01","Baseball Magazine All-Star",1943,"ML",NA,"2B"
"johnsbi03","Baseball Magazine All-Star",1943,"ML",NA,"3B"
"dickebi01","Baseball Magazine All-Star",1943,"ML",NA,"C"
"musiast01","Baseball Magazine All-Star",1943,"ML",NA,"CF"
"kellech01","Baseball Magazine All-Star",1943,"ML",NA,"LF"
"chandsp01","Baseball Magazine All-Star",1943,"ML",NA,"P1"
"coopemo01","Baseball Magazine All-Star",1943,"ML",NA,"P2"
"sewelri01","Baseball Magazine All-Star",1943,"ML",NA,"P3"
"nichobi01","Baseball Magazine All-Star",1943,"ML",NA,"RF"
"marioma01","Baseball Magazine All-Star",1943,"ML",NA,"SS"
"mccorfr01","Baseball Magazine All-Star",1943,"NL",NA,"1B"
"hermabi01","Baseball Magazine All-Star",1943,"NL",NA,"2B"
"vaughar01","Baseball Magazine All-Star",1943,"NL",NA,"3B"
"coopewa01","Baseball Magazine All-Star",1943,"NL",NA,"C"
"dimagvi01","Baseball Magazine All-Star",1943,"NL",NA,"CF"
"musiast01","Baseball Magazine All-Star",1943,"NL",NA,"LF"
"coopemo01","Baseball Magazine All-Star",1943,"NL",NA,"P1"
"sewelri01","Baseball Magazine All-Star",1943,"NL",NA,"P2"
"riddlel01","Baseball Magazine All-Star",1943,"NL",NA,"P3"
"nichobi01","Baseball Magazine All-Star",1943,"NL",NA,"RF"
"marioma01","Baseball Magazine All-Star",1943,"NL",NA,"SS"
"chandsp01","Most Valuable Player",1943,"AL",NA,NA
"musiast01","Most Valuable Player",1943,"NL",NA,NA
"yorkru01","TSN All-Star",1943,"ML",NA,"1B"
"hermabi01","TSN All-Star",1943,"ML",NA,"2B"
"johnsbi03","TSN All-Star",1943,"ML",NA,"3B"
"coopewa01","TSN All-Star",1943,"ML",NA,"C"
"musiast01","TSN All-Star",1943,"ML",NA,"OF"
"nichobi01","TSN All-Star",1943,"ML",NA,"OF"
"wakefdi01","TSN All-Star",1943,"ML",NA,"OF"
"chandsp01","TSN All-Star",1943,"ML",NA,"P"
"coopemo01","TSN All-Star",1943,"ML",NA,"P"
"sewelri01","TSN All-Star",1943,"ML",NA,"P"
"applilu01","TSN All-Star",1943,"ML",NA,"SS"
"chandsp01","TSN Guide MVP",1943,"AL",NA,NA
"musiast01","TSN Guide MVP",1943,"NL",NA,NA
"chandsp01","TSN Major League Player of the Year",1943,"ML",NA,NA
"yorkru01","Baseball Magazine All-Star",1944,"AL",NA,"1B"
"stirnsn01","Baseball Magazine All-Star",1944,"AL",NA,"2B"
"keltnke01","Baseball Magazine All-Star",1944,"AL",NA,"3B"
"hayesfr01","Baseball Magazine All-Star",1944,"AL",NA,"C"
"spencst01","Baseball Magazine All-Star",1944,"AL",NA,"CF"
"wakefdi01","Baseball Magazine All-Star",1944,"AL",NA,"LF"
"newhoha01","Baseball Magazine All-Star",1944,"AL",NA,"P1"
"troutdi01","Baseball Magazine All-Star",1944,"AL",NA,"P2"
"hughste01","Baseball Magazine All-Star",1944,"AL",NA,"P3"
"foxpe01","Baseball Magazine All-Star",1944,"AL",NA,"RF"
"stephve01","Baseball Magazine All-Star",1944,"AL",NA,"SS"
"yorkru01","Baseball Magazine All-Star",1944,"ML",NA,"1B"
"stirnsn01","Baseball Magazine All-Star",1944,"ML",NA,"2B"
"elliobo01","Baseball Magazine All-Star",1944,"ML",NA,"3B"
"coopewa01","Baseball Magazine All-Star",1944,"ML",NA,"C"
"musiast01","Baseball Magazine All-Star",1944,"ML",NA,"CF"
"wakefdi01","Baseball Magazine All-Star",1944,"ML",NA,"LF"
"newhoha01","Baseball Magazine All-Star",1944,"ML",NA,"P1"
"waltebu01","Baseball Magazine All-Star",1944,"ML",NA,"P2"
"coopemo01","Baseball Magazine All-Star",1944,"ML",NA,"P3"
"nichobi01","Baseball Magazine All-Star",1944,"ML",NA,"RF"
"marioma01","Baseball Magazine All-Star",1944,"ML",NA,"SS"
"sandera01","Baseball Magazine All-Star",1944,"NL",NA,"1B"
"verbaem01","Baseball Magazine All-Star",1944,"NL",NA,"2B"
"elliobo01","Baseball Magazine All-Star",1944,"NL",NA,"3B"
"coopewa01","Baseball Magazine All-Star",1944,"NL",NA,"C"
"musiast01","Baseball Magazine All-Star",1944,"NL",NA,"CF"
"medwijo01","Baseball Magazine All-Star",1944,"NL",NA,"LF"
"waltebu01","Baseball Magazine All-Star",1944,"NL",NA,"P1"
"coopemo01","Baseball Magazine All-Star",1944,"NL",NA,"P2"
"voisebi01","Baseball Magazine All-Star",1944,"NL",NA,"P3"
"nichobi01","Baseball Magazine All-Star",1944,"NL",NA,"RF"
"marioma01","Baseball Magazine All-Star",1944,"NL",NA,"SS"
"newhoha01","Most Valuable Player",1944,"AL",NA,NA
"marioma01","Most Valuable Player",1944,"NL",NA,NA
"sandera01","TSN All-Star",1944,"ML",NA,"1B"
"doerrbo01","TSN All-Star",1944,"ML",NA,"2B"
"elliobo01","TSN All-Star",1944,"ML",NA,"3B"
"coopewa01","TSN All-Star",1944,"ML",NA,"C"
"musiast01","TSN All-Star",1944,"ML",NA,"OF"
"wakefdi01","TSN All-Star",1944,"ML",NA,"OF"
"walkedi02","TSN All-Star",1944,"ML",NA,"OF"
"coopemo01","TSN All-Star",1944,"ML",NA,"P"
"newhoha01","TSN All-Star",1944,"ML",NA,"P"
"troutdi01","TSN All-Star",1944,"ML",NA,"P"
"marioma01","TSN All-Star",1944,"ML",NA,"SS"
"doerrbo01","TSN Guide MVP",1944,"AL",NA,NA
"marioma01","TSN Guide MVP",1944,"NL",NA,NA
"marioma01","TSN Major League Player of the Year",1944,"ML",NA,NA
"newhoha01","TSN Pitcher of the Year",1944,"AL",NA,NA
"voisebi01","TSN Pitcher of the Year",1944,"NL",NA,NA
"doerrbo01","TSN Player of the Year",1944,"AL",NA,NA
"marioma01","TSN Player of the Year",1944,"NL",NA,NA
"ettenni01","Baseball Magazine All-Star",1945,"AL",NA,"1B"
"stirnsn01","Baseball Magazine All-Star",1945,"AL",NA,"2B"
"cuccito01","Baseball Magazine All-Star",1945,"AL",NA,"3B"
"richapa01","Baseball Magazine All-Star",1945,"AL",NA,"C"
"heathje01","Baseball Magazine All-Star",1945,"AL",NA,"CF"
"greenha01","Baseball Magazine All-Star",1945,"AL",NA,"LF"
"newhoha01","Baseball Magazine All-Star",1945,"AL",NA,"P1"
"ferrida01","Baseball Magazine All-Star",1945,"AL",NA,"P2"
"gromest01","Baseball Magazine All-Star",1945,"AL",NA,"P3"
"wolffro01","Baseball Magazine All-Star",1945,"AL",NA,"P4"
"cullero01","Baseball Magazine All-Star",1945,"AL",NA,"RF"
"stephve01","Baseball Magazine All-Star",1945,"AL",NA,"SS"
"cavarph01","Baseball Magazine All-Star",1945,"ML",NA,"1B"
"stirnsn01","Baseball Magazine All-Star",1945,"ML",NA,"2B"
"kurowwh01","Baseball Magazine All-Star",1945,"ML",NA,"3B"
"richapa01","Baseball Magazine All-Star",1945,"ML",NA,"C"
"pafkoan01","Baseball Magazine All-Star",1945,"ML",NA,"CF"
"greenha01","Baseball Magazine All-Star",1945,"ML",NA,"LF"
"newhoha01","Baseball Magazine All-Star",1945,"ML",NA,"P1"
"brechha01","Baseball Magazine All-Star",1945,"ML",NA,"P2"
"ferrida01","Baseball Magazine All-Star",1945,"ML",NA,"P3"
"borowha01","Baseball Magazine All-Star",1945,"ML",NA,"P4"
"walkedi02","Baseball Magazine All-Star",1945,"ML",NA,"RF"
"stephve01","Baseball Magazine All-Star",1945,"ML",NA,"SS"
"cavarph01","Baseball Magazine All-Star",1945,"NL",NA,"1B"
"verbaem01","Baseball Magazine All-Star",1945,"NL",NA,"2B"
"kurowwh01","Baseball Magazine All-Star",1945,"NL",NA,"3B"
"lopezal01","Baseball Magazine All-Star",1945,"NL",NA,"C"
"pafkoan01","Baseball Magazine All-Star",1945,"NL",NA,"CF"
"holmeto01","Baseball Magazine All-Star",1945,"NL",NA,"LF"
"brechha01","Baseball Magazine All-Star",1945,"NL",NA,"P1"
"borowha01","Baseball Magazine All-Star",1945,"NL",NA,"P2"
"barrere01","Baseball Magazine All-Star",1945,"NL",NA,"P3"
"wyseha01","Baseball Magazine All-Star",1945,"NL",NA,"P4"
"walkedi02","Baseball Magazine All-Star",1945,"NL",NA,"RF"
"marioma01","Baseball Magazine All-Star",1945,"NL",NA,"SS"
"newhoha01","Most Valuable Player",1945,"AL",NA,NA
"cavarph01","Most Valuable Player",1945,"NL",NA,NA
"newhoha01","Pitching Triple Crown",1945,"AL",NA,NA
"cavarph01","TSN All-Star",1945,"ML",NA,"1B"
"stirnsn01","TSN All-Star",1945,"ML",NA,"2B"
"kurowwh01","TSN All-Star",1945,"ML",NA,"3B"
"richapa01","TSN All-Star",1945,"ML",NA,"C"
"holmeto01","TSN All-Star",1945,"ML",NA,"OF"
"pafkoan01","TSN All-Star",1945,"ML",NA,"OF"
"rosengo01","TSN All-Star",1945,"ML",NA,"OF"
"borowha01","TSN All-Star",1945,"ML",NA,"P"
"ferrida01","TSN All-Star",1945,"ML",NA,"P"
"newhoha01","TSN All-Star",1945,"ML",NA,"P"
"marioma01","TSN All-Star",1945,"ML",NA,"SS"
"mayoed01","TSN Guide MVP",1945,"AL",NA,NA
"holmeto01","TSN Guide MVP",1945,"NL",NA,NA
"newhoha01","TSN Major League Player of the Year",1945,"ML",NA,NA
"newhoha01","TSN Pitcher of the Year",1945,"AL",NA,NA
"borowha01","TSN Pitcher of the Year",1945,"NL",NA,NA
"mayoed01","TSN Player of the Year",1945,"AL",NA,NA
"holmeto01","TSN Player of the Year",1945,"NL",NA,NA
"vernomi01","Baseball Magazine All-Star",1946,"AL",NA,"1B"
"doerrbo01","Baseball Magazine All-Star",1946,"AL",NA,"2B"
"kellge01","Baseball Magazine All-Star",1946,"AL",NA,"3B"
"robinaa01","Baseball Magazine All-Star",1946,"AL",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1946,"AL",NA,"CF"
"willite01","Baseball Magazine All-Star",1946,"AL",NA,"LF"
"fellebo01","Baseball Magazine All-Star",1946,"AL",NA,"P1"
"newhoha01","Baseball Magazine All-Star",1946,"AL",NA,"P2"
"ferrida01","Baseball Magazine All-Star",1946,"AL",NA,"P3"
"cullero01","Baseball Magazine All-Star",1946,"AL",NA,"RF"
"boudrlo01","Baseball Magazine All-Star",1946,"AL",NA,"SS"
"musiast01","Baseball Magazine All-Star",1946,"ML",NA,"1B"
"doerrbo01","Baseball Magazine All-Star",1946,"ML",NA,"2B"
"kurowwh01","Baseball Magazine All-Star",1946,"ML",NA,"3B"
"robinaa01","Baseball Magazine All-Star",1946,"ML",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1946,"ML",NA,"CF"
"willite01","Baseball Magazine All-Star",1946,"ML",NA,"LF"
"fellebo01","Baseball Magazine All-Star",1946,"ML",NA,"P1"
"newhoha01","Baseball Magazine All-Star",1946,"ML",NA,"P2"
"polleho01","Baseball Magazine All-Star",1946,"ML",NA,"P3"
"slaugen01","Baseball Magazine All-Star",1946,"ML",NA,"RF"
"boudrlo01","Baseball Magazine All-Star",1946,"ML",NA,"SS"
"musiast01","Baseball Magazine All-Star",1946,"NL",NA,"1B"
"stanked01","Baseball Magazine All-Star",1946,"NL",NA,"2B"
"kurowwh01","Baseball Magazine All-Star",1946,"NL",NA,"3B"
"mcculcl01","Baseball Magazine All-Star",1946,"NL",NA,"C"
"cavarph01","Baseball Magazine All-Star",1946,"NL",NA,"CF"
"ennisde01","Baseball Magazine All-Star",1946,"NL",NA,"LF"
"polleho01","Baseball Magazine All-Star",1946,"NL",NA,"P1"
"sainjo01","Baseball Magazine All-Star",1946,"NL",NA,"P2"
"brechha01","Baseball Magazine All-Star",1946,"NL",NA,"P3"
"slaugen01","Baseball Magazine All-Star",1946,"NL",NA,"RF"
"reesepe01","Baseball Magazine All-Star",1946,"NL",NA,"SS"
"willite01","Most Valuable Player",1946,"AL",NA,NA
"musiast01","Most Valuable Player",1946,"NL",NA,NA
"musiast01","TSN All-Star",1946,"ML",NA,"1B"
"doerrbo01","TSN All-Star",1946,"ML",NA,"2B"
"kellge01","TSN All-Star",1946,"ML",NA,"3B"
"robinaa01","TSN All-Star",1946,"ML",NA,"C"
"dimagdo01","TSN All-Star",1946,"ML",NA,"OF"
"slaugen01","TSN All-Star",1946,"ML",NA,"OF"
"willite01","TSN All-Star",1946,"ML",NA,"OF"
"fellebo01","TSN All-Star",1946,"ML",NA,"P"
"ferrida01","TSN All-Star",1946,"ML",NA,"P"
"newhoha01","TSN All-Star",1946,"ML",NA,"P"
"peskyjo01","TSN All-Star",1946,"ML",NA,"SS"
"musiast01","TSN Major League Player of the Year",1946,"ML",NA,NA
"mcquige02","Baseball Magazine All-Star",1947,"AL",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1947,"AL",NA,"2B"
"kellge01","Baseball Magazine All-Star",1947,"AL",NA,"3B"
"berrayo01","Baseball Magazine All-Star",1947,"AL",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1947,"AL",NA,"CF"
"willite01","Baseball Magazine All-Star",1947,"AL",NA,"LF"
"fellebo01","Baseball Magazine All-Star",1947,"AL",NA,"P1"
"newhoha01","Baseball Magazine All-Star",1947,"AL",NA,"P2"
"reynoal01","Baseball Magazine All-Star",1947,"AL",NA,"P3"
"henrito01","Baseball Magazine All-Star",1947,"AL",NA,"RF"
"boudrlo01","Baseball Magazine All-Star",1947,"AL",NA,"SS"
"mizejo01","Baseball Magazine All-Star",1947,"ML",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1947,"ML",NA,"2B"
"elliobo01","Baseball Magazine All-Star",1947,"ML",NA,"3B"
"edwarbr01","Baseball Magazine All-Star",1947,"ML",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1947,"ML",NA,"CF"
"willite01","Baseball Magazine All-Star",1947,"ML",NA,"LF"
"fellebo01","Baseball Magazine All-Star",1947,"ML",NA,"P1"
"blackew01","Baseball Magazine All-Star",1947,"ML",NA,"P2"
"newhoha01","Baseball Magazine All-Star",1947,"ML",NA,"P3"
"slaugen01","Baseball Magazine All-Star",1947,"ML",NA,"RF"
"boudrlo01","Baseball Magazine All-Star",1947,"ML",NA,"SS"
"mizejo01","Baseball Magazine All-Star",1947,"NL",NA,"1B"
"stanked01","Baseball Magazine All-Star",1947,"NL",NA,"2B"
"elliobo01","Baseball Magazine All-Star",1947,"NL",NA,"3B"
"edwarbr01","Baseball Magazine All-Star",1947,"NL",NA,"C"
"slaugen01","Baseball Magazine All-Star",1947,"NL",NA,"CF"
"kinerra01","Baseball Magazine All-Star",1947,"NL",NA,"LF"
"blackew01","Baseball Magazine All-Star",1947,"NL",NA,"P1"
"brancra01","Baseball Magazine All-Star",1947,"NL",NA,"P2"
"spahnwa01","Baseball Magazine All-Star",1947,"NL",NA,"P3"
"marshwi01","Baseball Magazine All-Star",1947,"NL",NA,"RF"
"reesepe01","Baseball Magazine All-Star",1947,"NL",NA,"SS"
"dimagjo01","Most Valuable Player",1947,"AL",NA,NA
"elliobo01","Most Valuable Player",1947,"NL",NA,NA
"robinja02","Rookie of the Year",1947,"ML",NA,NA
"willite01","Triple Crown",1947,"AL",NA,NA
"mizejo01","TSN All-Star",1947,"ML",NA,"1B"
"gordojo01","TSN All-Star",1947,"ML",NA,"2B"
"kellge01","TSN All-Star",1947,"ML",NA,"3B"
"coopewa01","TSN All-Star",1947,"ML",NA,"C"
"dimagjo01","TSN All-Star",1947,"ML",NA,"OF"
"kinerra01","TSN All-Star",1947,"ML",NA,"OF"
"willite01","TSN All-Star",1947,"ML",NA,"OF"
"blackew01","TSN All-Star",1947,"ML",NA,"P"
"brancra01","TSN All-Star",1947,"ML",NA,"P"
"fellebo01","TSN All-Star",1947,"ML",NA,"P"
"boudrlo01","TSN All-Star",1947,"ML",NA,"SS"
"willite01","TSN Major League Player of the Year",1947,"ML",NA,NA
"fainfe01","Baseball Magazine All-Star",1948,"AL",NA,"1B"
"gordojo01","Baseball Magazine All-Star",1948,"AL",NA,"2B"
"kellge01","Baseball Magazine All-Star",1948,"AL",NA,"3B"
"tebbebi01","Baseball Magazine All-Star",1948,"AL",NA,"C"
"dimagjo01","Baseball Magazine All-Star",1948,"AL",NA,"CF"
"willite01","Baseball Magazine All-Star",1948,"AL",NA,"LF"
